FaceAbility,acc,lineup,cond__,effect1__,estimate__,se__,lower__,upper__
-2.8260081495251517,0.16458852867830423,NA,1,-2.8260081495251517,0.12300271637938101,0.032285255697447154,0.10003134548697948,0.5386407808084067
-2.785370818999575,0.16458852867830423,NA,1,-2.785370818999575,0.12321484300019286,0.03249264136340314,0.10003436265858572,0.5304914789955296
-2.7447334884739987,0.16458852867830423,NA,1,-2.7447334884739987,0.12346994278190077,0.03271940749410364,0.10003757718251592,0.5220415650218262
-2.704096157948422,0.16458852867830423,NA,1,-2.704096157948422,0.12371473118382743,0.03294833039295156,0.10004076836893684,0.5143061918542776
-2.663458827422846,0.16458852867830423,NA,1,-2.663458827422846,0.12397305405395906,0.03317975918667339,0.10004444351695417,0.5080322188981388
-2.6228214968972696,0.16458852867830423,NA,1,-2.6228214968972696,0.12422707074633642,0.03339105983436212,0.1000489033851801,0.5009700017602831
-2.582184166371693,0.16458852867830423,NA,1,-2.582184166371693,0.12449547851245597,0.033638510059239346,0.10005301023075003,0.4926842590907992
-2.5415468358461166,0.16458852867830423,NA,1,-2.5415468358461166,0.12474135210052674,0.03383459733676585,0.10005776725267083,0.4842035410297879
-2.50090950532054,0.16458852867830423,NA,1,-2.50090950532054,0.12499596231954394,0.03402563984557153,0.10006295452745066,0.4769993688192599
-2.460272174794964,0.16458852867830423,NA,1,-2.460272174794964,0.12529958510115896,0.03426553874129827,0.1000686707606492,0.46909390310344645
-2.4196348442693876,0.16458852867830423,NA,1,-2.4196348442693876,0.12561032777477885,0.034524359444407744,0.10007499925622432,0.4616544411202929
-2.378997513743811,0.16458852867830423,NA,1,-2.378997513743811,0.1258575583989743,0.03466096379682276,0.10008162952967774,0.4523755707661919
-2.3383601832182346,0.16458852867830423,NA,1,-2.3383601832182346,0.12614347681191868,0.034859845647509734,0.10008878011128325,0.4442674453253699
-2.297722852692658,0.16458852867830423,NA,1,-2.297722852692658,0.12641614790470027,0.03502253063951006,0.10009639234369,0.4360373683855858
-2.257085522167082,0.16458852867830423,NA,1,-2.257085522167082,0.12675389842546952,0.035257158309802326,0.10010548044751576,0.429013011428088
-2.216448191641505,0.16458852867830423,NA,1,-2.216448191641505,0.12700758653344096,0.03538168457414802,0.10011478258312687,0.42319002802383043
-2.175810861115929,0.16458852867830423,NA,1,-2.175810861115929,0.12731358525664727,0.03550743306830899,0.10012509640867942,0.41656741180931617
-2.1351735305903525,0.16458852867830423,NA,1,-2.1351735305903525,0.12762891480265243,0.035705254613117965,0.10013646987308925,0.41085145651535115
-2.094536200064776,0.16458852867830423,NA,1,-2.094536200064776,0.12793672520528765,0.035840675517800444,0.10014930407559254,0.40242011901355207
-2.0538988695391995,0.16458852867830423,NA,1,-2.0538988695391995,0.12824999707767953,0.03598749808281586,0.10016333895892854,0.3954371443125896
-2.013261539013623,0.16458852867830423,NA,1,-2.013261539013623,0.12854073833831203,0.0360994090928865,0.10017900203763083,0.3878243289301703
-1.9726242084880468,0.16458852867830423,NA,1,-1.9726242084880468,0.1288433796602105,0.03617481252602479,0.10019249212538506,0.38226445193309155
-1.9319868779624705,0.16458852867830423,NA,1,-1.9319868779624705,0.1290872180443425,0.0362213285416786,0.1002085979944919,0.3762678204266105
-1.891349547436894,0.16458852867830423,NA,1,-1.891349547436894,0.12935925245206958,0.03626324946183491,0.10022499719833915,0.370607131370392
-1.8507122169113175,0.16458852867830423,NA,1,-1.8507122169113175,0.12969917002081074,0.036307094738910195,0.10024425540498891,0.36420193463829703
-1.8100748863857412,0.16458852867830423,NA,1,-1.8100748863857412,0.12999470998970408,0.036308037714079554,0.10026509196380748,0.3582979399598478
-1.7694375558601647,0.16458852867830423,NA,1,-1.7694375558601647,0.13031527039764915,0.03637030690699089,0.10028969298957227,0.3532773876156015
-1.7288002253345882,0.16458852867830423,NA,1,-1.7288002253345882,0.13063824818507475,0.03638733151027314,0.100317444479749,0.3472239157071982
-1.688162894809012,0.16458852867830423,NA,1,-1.688162894809012,0.13091067832129627,0.03631292220820834,0.10034511374782343,0.3419703816887295
-1.6475255642834354,0.16458852867830423,NA,1,-1.6475255642834354,0.131210353262558,0.036279077999803136,0.10037307391380224,0.33776987405043185
-1.606888233757859,0.16458852867830423,NA,1,-1.606888233757859,0.13152293861838577,0.036227773592717824,0.10040561205321331,0.332719026286267
-1.5662509032322827,0.16458852867830423,NA,1,-1.5662509032322827,0.13186487202241923,0.03619821628272813,0.10044193768109408,0.32864107110278623
-1.5256135727067062,0.16458852867830423,NA,1,-1.5256135727067062,0.13218132082054007,0.03615038827740363,0.10048200750434493,0.324347709345709
-1.4849762421811297,0.16458852867830423,NA,1,-1.4849762421811297,0.13252167619202618,0.03602588756652412,0.10052673127162061,0.32052906005017934
-1.4443389116555534,0.16458852867830423,NA,1,-1.4443389116555534,0.13281099250726297,0.03588828097562397,0.10056973160798913,0.316906291050378
-1.403701581129977,0.16458852867830423,NA,1,-1.403701581129977,0.13308094526347974,0.03572272581180708,0.1006179412926982,0.3121413324654871
-1.3630642506044004,0.16458852867830423,NA,1,-1.3630642506044004,0.1334462759708594,0.035627735786272256,0.10066983830180876,0.30773718002370737
-1.3224269200788241,0.16458852867830423,NA,1,-1.3224269200788241,0.13373988062920816,0.035455172192926855,0.10072897948910611,0.3033626396572459
-1.2817895895532476,0.16458852867830423,NA,1,-1.2817895895532476,0.13402526577159074,0.035346368078498794,0.10079331405741383,0.29947595298318735
-1.2411522590276711,0.16458852867830423,NA,1,-1.2411522590276711,0.13434978857687707,0.035214127457629286,0.10085809364968881,0.29584631373646225
-1.2005149285020948,0.16458852867830423,NA,1,-1.2005149285020948,0.13476044247342417,0.03506838524329226,0.1009334553126696,0.2922384539030078
-1.1598775979765183,0.16458852867830423,NA,1,-1.1598775979765183,0.1350855012930228,0.03491115780853029,0.10101377200087786,0.2890867879882963
-1.1192402674509419,0.16458852867830423,NA,1,-1.1192402674509419,0.13543238337428531,0.03476983775667973,0.10110813310912692,0.2853102503581321
-1.0786029369253656,0.16458852867830423,NA,1,-1.0786029369253656,0.1357522291506059,0.0345922443806957,0.10120054734760364,0.2825277485269031
-1.037965606399789,0.16458852867830423,NA,1,-1.037965606399789,0.1361261337583778,0.034367571600817506,0.10129812392407525,0.2798678680312836
-0.9973282758742126,0.16458852867830423,NA,1,-0.9973282758742126,0.13640537801759192,0.03407021093595224,0.10141257367577602,0.2764153051993562
-0.9566909453486363,0.16458852867830423,NA,1,-0.9566909453486363,0.13670785671945243,0.03371077655896117,0.10152880606666558,0.27285766583142346
-0.9160536148230598,0.16458852867830423,NA,1,-0.9160536148230598,0.13701880506272573,0.03343420367198311,0.10166892243009208,0.2701886212115132
-0.8754162842974833,0.16458852867830423,NA,1,-0.8754162842974833,0.13737942438690032,0.03314281043067911,0.10179992184763226,0.2684078235358813
-0.834778953771907,0.16458852867830423,NA,1,-0.834778953771907,0.1377295207046209,0.032833554755017966,0.1019576997371356,0.2662978247317344
-0.7941416232463308,0.16458852867830423,NA,1,-0.7941416232463308,0.13806622369168148,0.03257202575780095,0.10213971722974198,0.26477779468751655
-0.7535042927207543,0.16458852867830423,NA,1,-0.7535042927207543,0.13847694540331468,0.032212462705017854,0.1023246066993899,0.2620026574972474
-0.7128669621951778,0.16458852867830423,NA,1,-0.7128669621951778,0.13878879325203344,0.031830904442584976,0.10250673804692548,0.2600561422963042
-0.6722296316696013,0.16458852867830423,NA,1,-0.6722296316696013,0.13908480369153994,0.031483831296394114,0.10268953443927922,0.2585141493858851
-0.6315923011440248,0.16458852867830423,NA,1,-0.6315923011440248,0.13944943510835414,0.031130838605893635,0.10289252290722915,0.2569069564564666
-0.5909549706184483,0.16458852867830423,NA,1,-0.5909549706184483,0.13987948635406744,0.03096285356764616,0.10309390532005604,0.2551891895882465
-0.5503176400928722,0.16458852867830423,NA,1,-0.5503176400928722,0.14031165384458094,0.030786516342099713,0.10333221066314545,0.25408887025100224
-0.5096803095672957,0.16458852867830423,NA,1,-0.5096803095672957,0.14068177187409078,0.030407864541536333,0.1035841136446108,0.2529769680374647
-0.4690429790417192,0.16458852867830423,NA,1,-0.4690429790417192,0.14102613796070756,0.030090774797550953,0.10383991373327789,0.2517350553828149
-0.4284056485161427,0.16458852867830423,NA,1,-0.4284056485161427,0.14138013507620567,0.029829114035254366,0.1041315444869593,0.25089726921830063
-0.3877683179905662,0.16458852867830423,NA,1,-0.3877683179905662,0.14176364435310712,0.029560010691031674,0.10438574863687312,0.25116685612043854
-0.3471309874649897,0.16458852867830423,NA,1,-0.3471309874649897,0.14218339864325064,0.029320003578582415,0.10466863152555059,0.2507687545347031
-0.30649365693941366,0.16458852867830423,NA,1,-0.30649365693941366,0.14257850242539827,0.02915628866442098,0.10496675908951751,0.2503402392841574
-0.26585632641383716,0.16458852867830423,NA,1,-0.26585632641383716,0.14292557256831884,0.028918059748535216,0.10528103894984205,0.25049244010552146
-0.22521899588826066,0.16458852867830423,NA,1,-0.22521899588826066,0.1433634437569189,0.028742918950603453,0.1055461912333765,0.24999495625245677
-0.18458166536268417,0.16458852867830423,NA,1,-0.18458166536268417,0.14370334383173644,0.02859931813068159,0.10589288271279308,0.2502185766087562
-0.14394433483710767,0.16458852867830423,NA,1,-0.14394433483710767,0.1441583953943338,0.028535289925423413,0.10621619876934585,0.2504893117501886
-0.10330700431153161,0.16458852867830423,NA,1,-0.10330700431153161,0.1446617245694345,0.028426742661931324,0.10650862225673977,0.2509552828935334
-0.06266967378595512,0.16458852867830423,NA,1,-0.06266967378595512,0.14513942541866165,0.028336907474049256,0.10680986641362872,0.25224602932486184
-0.022032343260378617,0.16458852867830423,NA,1,-0.022032343260378617,0.14564622517380052,0.028291133408587684,0.10711457784181674,0.2540410897851912
0.01860498726519788,0.16458852867830423,NA,1,0.01860498726519788,0.14611008838517514,0.02830017273145212,0.10744650235837022,0.25539533359541083
0.05924231779077438,0.16458852867830423,NA,1,0.05924231779077438,0.14662718623645368,0.028350790193522293,0.10771462320835437,0.2574921020252491
0.09987964831635088,0.16458852867830423,NA,1,0.09987964831635088,0.14713213882523096,0.028446454744722995,0.10790952949095213,0.25859224913337864
0.14051697884192693,0.16458852867830423,NA,1,0.14051697884192693,0.14771821516273337,0.02859878990262226,0.10814837188243423,0.2600912874416372
0.18115430936750343,0.16458852867830423,NA,1,0.18115430936750343,0.14828920771829324,0.02877715883065741,0.10833108116360454,0.2623583264507019
0.22179163989307993,0.16458852867830423,NA,1,0.22179163989307993,0.14887048255601232,0.029071294299401793,0.10853366298151265,0.26513668085177705
0.2624289704186564,0.16458852867830423,NA,1,0.2624289704186564,0.14954061571030774,0.029404826649305382,0.10879032652411318,0.26749031051893113
0.3030663009442329,0.16458852867830423,NA,1,0.3030663009442329,0.15006938005332765,0.029617192195608596,0.10897596415039547,0.27061597100585183
0.3437036314698094,0.16458852867830423,NA,1,0.3437036314698094,0.15066208826476252,0.030045373163850347,0.10906199212607043,0.27414188918702315
0.3843409619953855,0.16458852867830423,NA,1,0.3843409619953855,0.1512165819215398,0.030594805600887204,0.10918983492788331,0.27684239155900053
0.424978292520962,0.16458852867830423,NA,1,0.424978292520962,0.15196965930558207,0.031102978467897606,0.10919171994441626,0.27969850002113633
0.4656156230465385,0.16458852867830423,NA,1,0.4656156230465385,0.15259587076498077,0.03172469282326715,0.1093010969769976,0.28346274214285627
0.506252953572115,0.16458852867830423,NA,1,0.506252953572115,0.153370771998184,0.03244530212575672,0.1092677191216272,0.28826808104111423
0.5468902840976915,0.16458852867830423,NA,1,0.5468902840976915,0.15420186729825985,0.033214478476947404,0.10926011548856654,0.29305427323306077
0.587527614623268,0.16458852867830423,NA,1,0.587527614623268,0.15495072333559667,0.034065345146477306,0.10922422205448509,0.297661978524132
0.628164945148844,0.16458852867830423,NA,1,0.628164945148844,0.15579754252067263,0.03492700656668025,0.10916536649984325,0.30207433271307343
0.6688022756744205,0.16458852867830423,NA,1,0.6688022756744205,0.156769745538006,0.03598310832768456,0.10900707962334436,0.30655954618589115
0.709439606199997,0.16458852867830423,NA,1,0.709439606199997,0.15767952753123488,0.037003791291969214,0.10887238282198873,0.3130279172530774
0.7500769367255735,0.16458852867830423,NA,1,0.7500769367255735,0.1586045357087484,0.03811419556909627,0.10873143449852793,0.32048549090794054
0.79071426725115,0.16458852867830423,NA,1,0.79071426725115,0.15943769865144974,0.039252176040425156,0.10852824421856078,0.32680396988566734
0.8313515977767265,0.16458852867830423,NA,1,0.8313515977767265,0.16039134515500286,0.040597073883578215,0.10834819929051796,0.33385522649907245
0.8719889283023026,0.16458852867830423,NA,1,0.8719889283023026,0.16118503279574356,0.04191195867880299,0.10824514955458973,0.34066043294634707
0.9126262588278791,0.16458852867830423,NA,1,0.9126262588278791,0.1621208324596714,0.04347911394408419,0.10804786032610435,0.3509609594472592
0.9532635893534556,0.16458852867830423,NA,1,0.9532635893534556,0.1630442023274784,0.04493614623021835,0.10791526254733375,0.3604566056720102
0.9939009198790321,0.16458852867830423,NA,1,0.9939009198790321,0.16382798845939972,0.046278016518006455,0.10775005673380422,0.3705374511056961
1.0345382504046086,0.16458852867830423,NA,1,1.0345382504046086,0.16473003362570715,0.04789824536070691,0.10753073226834528,0.3809994685699117
1.075175580930185,0.16458852867830423,NA,1,1.075175580930185,0.16547910714936484,0.04939953516176095,0.10731662742517742,0.3921811842321582
1.1158129114557611,0.16458852867830423,NA,1,1.1158129114557611,0.16627686025868516,0.05089196331019309,0.10709436998276176,0.4029500444646445
1.1564502419813376,0.16458852867830423,NA,1,1.1564502419813376,0.1672037707988026,0.05252253638186441,0.10688573960227342,0.41291064378213765
1.1970875725069146,0.16458852867830423,NA,1,1.1970875725069146,0.1680693248912899,0.0542844519479776,0.10670934410460124,0.424856589081213
