acc,L1eng,conf,lineup,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0,0,0,NA,1,0,0,7.371698567363088,0.1963606719462864,7.017114024469916,7.8876490981656335
0,1,0,NA,1,0,1,7.78043246583037,0.27088028913823753,7.256625893699407,8.208199258437533
0.010101010101010102,0,0,NA,1,0.010101010101010102,0,7.374746552506774,0.19757229912193394,7.02050962912269,7.892772572692538
0.010101010101010102,1,0,NA,1,0.010101010101010102,1,7.787022406145396,0.26855578121783513,7.261986545757666,8.21093967578809
0.020202020202020204,0,0,NA,1,0.020202020202020204,0,7.377622446095458,0.19791444555463303,7.023132752465921,7.89566247070261
0.020202020202020204,1,0,NA,1,0.020202020202020204,1,7.795037340674154,0.26543374306529777,7.267810414841389,8.21355616306345
0.030303030303030304,0,0,NA,1,0.030303030303030304,0,7.381318197468792,0.1992865815099828,7.0256107337022025,7.899483139682291
0.030303030303030304,1,0,NA,1,0.030303030303030304,1,7.802392045253999,0.26287112249570105,7.271321972779852,8.215438111462312
0.04040404040404041,0,0,NA,1,0.04040404040404041,0,7.384826690194139,0.19995778084507473,7.027005383792481,7.904392332134735
0.04040404040404041,1,0,NA,1,0.04040404040404041,1,7.8090936547857455,0.2609458533887391,7.274524842047533,8.218557524543083
0.05050505050505051,0,0,NA,1,0.05050505050505051,0,7.388522720522252,0.20082269014858295,7.029637409931849,7.907458322716464
0.05050505050505051,1,0,NA,1,0.05050505050505051,1,7.815990421687282,0.2588774672490327,7.281036545707952,8.22180430104028
0.06060606060606061,0,0,NA,1,0.06060606060606061,0,7.391542388102988,0.20156748770714028,7.031319257746966,7.913146382409909
0.06060606060606061,1,0,NA,1,0.06060606060606061,1,7.8232381922245535,0.2561756095066885,7.285810894860364,8.22634029058724
0.07070707070707072,0,0,NA,1,0.07070707070707072,0,7.394785635196667,0.20195769808868994,7.034628922427392,7.920476868412723
0.07070707070707072,1,0,NA,1,0.07070707070707072,1,7.829341315331759,0.2555180114615188,7.289542486331421,8.229862863101244
0.08080808080808081,0,0,NA,1,0.08080808080808081,0,7.3977103132112605,0.2031181395337032,7.03686830834338,7.92464809190417
0.08080808080808081,1,0,NA,1,0.08080808080808081,1,7.835269137480461,0.2535139066561565,7.295741009119236,8.232888112351128
0.09090909090909091,0,0,NA,1,0.09090909090909091,0,7.4013512843676175,0.2039448060883957,7.039589099632093,7.929991029467835
0.09090909090909091,1,0,NA,1,0.09090909090909091,1,7.842306821151479,0.2524706116685071,7.301148547425119,8.235691621735342
0.10101010101010102,0,0,NA,1,0.10101010101010102,0,7.40454370096611,0.20502264945952878,7.041142749510628,7.934416218013611
0.10101010101010102,1,0,NA,1,0.10101010101010102,1,7.849367896819585,0.25112242577983734,7.305285216177734,8.238839628824193
0.11111111111111112,0,0,NA,1,0.11111111111111112,0,7.408234109277604,0.20667668389222918,7.043168831319543,7.938253185623282
0.11111111111111112,1,0,NA,1,0.11111111111111112,1,7.856270156609126,0.24954946953518164,7.310100833105863,8.241980631590577
0.12121212121212122,0,0,NA,1,0.12121212121212122,0,7.412179451365018,0.2079562143798184,7.0449625857123275,7.942716638946748
0.12121212121212122,1,0,NA,1,0.12121212121212122,1,7.863070972855355,0.24809710145752256,7.3151725583475535,8.245739688141317
0.13131313131313133,0,0,NA,1,0.13131313131313133,0,7.4155815785032,0.2100065136511784,7.047272647288723,7.948646447192849
0.13131313131313133,1,0,NA,1,0.13131313131313133,1,7.869437164995537,0.2468043569549167,7.319897649177383,8.248527542632502
0.14141414141414144,0,0,NA,1,0.14141414141414144,0,7.419394131754684,0.21216128151891905,7.049214021243846,7.954937706318923
0.14141414141414144,1,0,NA,1,0.14141414141414144,1,7.875728776412187,0.2446343832737396,7.323499822851756,8.251201904047596
0.15151515151515152,0,0,NA,1,0.15151515151515152,0,7.422943135279569,0.21381345442216232,7.051280941572904,7.960040015820942
0.15151515151515152,1,0,NA,1,0.15151515151515152,1,7.88233338164591,0.24324991057037415,7.328009238055059,8.253746570456439
0.16161616161616163,0,0,NA,1,0.16161616161616163,0,7.426540148665927,0.216213692875898,7.053552796748319,7.965283631486001
0.16161616161616163,1,0,NA,1,0.16161616161616163,1,7.888396211850764,0.24150882947435803,7.332155312018342,8.258153417848675
0.17171717171717174,0,0,NA,1,0.17171717171717174,0,7.430794765203739,0.21861394060271938,7.055416436759515,7.96968352786741
0.17171717171717174,1,0,NA,1,0.17171717171717174,1,7.894450785514593,0.23967028736633744,7.33805078971954,8.261895420248832
0.18181818181818182,0,0,NA,1,0.18181818181818182,0,7.435032547807177,0.22022506572159242,7.057782099812014,7.975196095392728
0.18181818181818182,1,0,NA,1,0.18181818181818182,1,7.900425379041595,0.23827311783035698,7.341903965685034,8.265807761858397
0.19191919191919193,0,0,NA,1,0.19191919191919193,0,7.439386901063149,0.22273556847506423,7.0596711968131,7.982116101193314
0.19191919191919193,1,0,NA,1,0.19191919191919193,1,7.905369855743839,0.23661976442504074,7.345734471183266,8.26925938594822
0.20202020202020204,0,0,NA,1,0.20202020202020204,0,7.44345138276185,0.22533945345077186,7.0613201917074315,7.989544591620558
0.20202020202020204,1,0,NA,1,0.20202020202020204,1,7.9106083816031845,0.23489356518344684,7.349534276563715,8.272586359664809
0.21212121212121213,0,0,NA,1,0.21212121212121213,0,7.447955169480473,0.22730779865231515,7.063093232792132,7.996848945661527
0.21212121212121213,1,0,NA,1,0.21212121212121213,1,7.916471220100895,0.23313244765328028,7.354458706184916,8.276443961244754
0.22222222222222224,0,0,NA,1,0.22222222222222224,0,7.452333342648716,0.22965545656192957,7.065318556791136,8.0005075318362
0.22222222222222224,1,0,NA,1,0.22222222222222224,1,7.921855273791493,0.23181010658287268,7.357880015225289,8.280081050288478
0.23232323232323235,0,0,NA,1,0.23232323232323235,0,7.457278134530822,0.2316774976446808,7.068184157675409,8.006254298987802
0.23232323232323235,1,0,NA,1,0.23232323232323235,1,7.926857446316939,0.23074707057859808,7.361174718653284,8.283681404586126
0.24242424242424243,0,0,NA,1,0.24242424242424243,0,7.46136886053346,0.23414390276442637,7.070533048435676,8.010397104660633
0.24242424242424243,1,0,NA,1,0.24242424242424243,1,7.931809331214421,0.22990018601299955,7.364236193755014,8.287234191311608
0.25252525252525254,0,0,NA,1,0.25252525252525254,0,7.46521409997839,0.23631145976910795,7.073650565721896,8.01684023750524
0.25252525252525254,1,0,NA,1,0.25252525252525254,1,7.9360859633886545,0.229159636452152,7.368102871798839,8.290379963643304
0.26262626262626265,0,0,NA,1,0.26262626262626265,0,7.469573141172216,0.23807707197093003,7.075600787833275,8.023215239570424
0.26262626262626265,1,0,NA,1,0.26262626262626265,1,7.941598955786638,0.2276056053426327,7.373663810751432,8.294340607409598
0.27272727272727276,0,0,NA,1,0.27272727272727276,0,7.473791229815646,0.2404357912210402,7.078048654461488,8.028960935974505
0.27272727272727276,1,0,NA,1,0.27272727272727276,1,7.947021552052477,0.22659432171630406,7.377047359089263,8.297387566986181
0.2828282828282829,0,0,NA,1,0.2828282828282829,0,7.478183212102177,0.24237098389898723,7.079623844561959,8.03422307218594
0.2828282828282829,1,0,NA,1,0.2828282828282829,1,7.9511717519869896,0.22602366169824353,7.3799127318981865,8.300963802179718
0.29292929292929293,0,0,NA,1,0.29292929292929293,0,7.482919945802398,0.24520939282284118,7.081452748393597,8.039665146439496
0.29292929292929293,1,0,NA,1,0.29292929292929293,1,7.956241071461106,0.2246336163501326,7.383140729250455,8.30399001228896
0.30303030303030304,0,0,NA,1,0.30303030303030304,0,7.487392363761097,0.24738945689580696,7.082717877865069,8.046241498793224
0.30303030303030304,1,0,NA,1,0.30303030303030304,1,7.960739807365327,0.22355891138446116,7.386201980678545,8.308894010173587
0.31313131313131315,0,0,NA,1,0.31313131313131315,0,7.491619522801223,0.2499068660804719,7.084762526955318,8.051059194000416
0.31313131313131315,1,0,NA,1,0.31313131313131315,1,7.965180386004782,0.22229631978809614,7.390103909176227,8.312746500429235
0.32323232323232326,0,0,NA,1,0.32323232323232326,0,7.49541829424556,0.2525146491787557,7.086182871017033,8.05624460599332
0.32323232323232326,1,0,NA,1,0.32323232323232326,1,7.969689501647768,0.2214635173358825,7.3937335262950645,8.315139817203951
0.33333333333333337,0,0,NA,1,0.33333333333333337,0,7.499366751950753,0.2547724331291828,7.088551683856009,8.062772850834147
0.33333333333333337,1,0,NA,1,0.33333333333333337,1,7.973696828355392,0.21985574776604114,7.397109052725144,8.31713893969418
0.3434343434343435,0,0,NA,1,0.3434343434343435,0,7.5039143150001735,0.25708547690026645,7.089990416755089,8.06794509342356
0.3434343434343435,1,0,NA,1,0.3434343434343435,1,7.977430691046633,0.21893125139232344,7.398399528775288,8.321045335147385
0.3535353535353536,0,0,NA,1,0.3535353535353536,0,7.508311359357172,0.2598149200444122,7.091696716870334,8.074466042524916
0.3535353535353536,1,0,NA,1,0.3535353535353536,1,7.98158267698739,0.2179522821270433,7.40005633224552,8.323243102103847
0.36363636363636365,0,0,NA,1,0.36363636363636365,0,7.512437069468708,0.2624600628969824,7.093900595531518,8.080599706689297
0.36363636363636365,1,0,NA,1,0.36363636363636365,1,7.985904483907824,0.21784098920531778,7.404395042090281,8.326137260914532
0.37373737373737376,0,0,NA,1,0.37373737373737376,0,7.516448622335705,0.2652589321244871,7.095261068477913,8.085674238888753
0.37373737373737376,1,0,NA,1,0.37373737373737376,1,7.989595843982059,0.21663636943204637,7.40773787802701,8.328717708382289
0.38383838383838387,0,0,NA,1,0.38383838383838387,0,7.521018880840761,0.26820285486397505,7.097240442497667,8.091181659962258
0.38383838383838387,1,0,NA,1,0.38383838383838387,1,7.9932585964611995,0.21568054838098302,7.410007837589045,8.331658470324115
0.393939393939394,0,0,NA,1,0.393939393939394,0,7.525675995745129,0.27100207773873053,7.098863738954621,8.09697565094813
0.393939393939394,1,0,NA,1,0.393939393939394,1,7.997447310909958,0.21494433677284583,7.412616615994131,8.335154130848693
0.4040404040404041,0,0,NA,1,0.4040404040404041,0,7.530569703971443,0.27350666209660884,7.100367360671896,8.10260210529848
0.4040404040404041,1,0,NA,1,0.4040404040404041,1,8.000835661879634,0.21362860601770722,7.415730194632769,8.338044232321316
0.4141414141414142,0,0,NA,1,0.4141414141414142,0,7.5352297673825746,0.27654133407934206,7.101779187412218,8.108569505768248
0.4141414141414142,1,0,NA,1,0.4141414141414142,1,8.004253081518327,0.21240936915160313,7.419343250385339,8.340554154927867
0.42424242424242425,0,0,NA,1,0.42424242424242425,0,7.540011828976114,0.27850510657055894,7.102874546322338,8.11482048755905
0.42424242424242425,1,0,NA,1,0.42424242424242425,1,8.00790374044902,0.2121188886985346,7.423148440251752,8.342568448282332
0.43434343434343436,0,0,NA,1,0.43434343434343436,0,7.545247934054563,0.28129851395560884,7.105189118242475,8.119184912512228
0.43434343434343436,1,0,NA,1,0.43434343434343436,1,8.011076992282298,0.2109863160968773,7.427307949246018,8.3450224554833
0.4444444444444445,0,0,NA,1,0.4444444444444445,0,7.550010631488409,0.28425380207375733,7.1068998454891394,8.125209387085153
0.4444444444444445,1,0,NA,1,0.4444444444444445,1,8.014551023857003,0.21061267419623977,7.430575560741856,8.348218486088333
0.4545454545454546,0,0,NA,1,0.4545454545454546,0,7.554339344986493,0.2877357475470445,7.108230626069573,8.130073532187064
0.4545454545454546,1,0,NA,1,0.4545454545454546,1,8.017896195649707,0.2096489021945576,7.4337837244239395,8.351989669767642
0.4646464646464647,0,0,NA,1,0.4646464646464647,0,7.559391902220279,0.2905439744909265,7.109240140880852,8.13476090452267
0.4646464646464647,1,0,NA,1,0.4646464646464647,1,8.020963598473013,0.20924791311865476,7.435689217503895,8.354287489519871
0.4747474747474748,0,0,NA,1,0.4747474747474748,0,7.56408518007137,0.29276664252669593,7.1115174490434745,8.139780777161814
0.4747474747474748,1,0,NA,1,0.4747474747474748,1,8.024283496877565,0.20835642113763062,7.438724898666124,8.356965485935985
0.48484848484848486,0,0,NA,1,0.48484848484848486,0,7.569647750667028,0.29563319131253935,7.112770655617888,8.145831692607638
0.48484848484848486,1,0,NA,1,0.48484848484848486,1,8.027051196695686,0.2079931005432472,7.44151885195322,8.35979490966502
0.494949494949495,0,0,NA,1,0.494949494949495,0,7.574650522246354,0.29895205957869236,7.114317740885987,8.153233515626942
0.494949494949495,1,0,NA,1,0.494949494949495,1,8.029912044565933,0.20770713926280665,7.443286789191801,8.362708889307582
0.5050505050505051,0,0,NA,1,0.5050505050505051,0,7.579422480202611,0.3016987236598387,7.11596273672302,8.158302245357088
0.5050505050505051,1,0,NA,1,0.5050505050505051,1,8.03266519364939,0.20736373577716266,7.444604339563803,8.365134106990466
0.5151515151515152,0,0,NA,1,0.5151515151515152,0,7.584670278241205,0.3045336203393644,7.116451624534759,8.164514174724424
0.5151515151515152,1,0,NA,1,0.5151515151515152,1,8.035563546579318,0.20694468329143914,7.446869846289085,8.36842194411758
0.5252525252525253,0,0,NA,1,0.5252525252525253,0,7.589703220728891,0.3074918188984876,7.117396479803717,8.169779624963722
0.5252525252525253,1,0,NA,1,0.5252525252525253,1,8.038661652830857,0.20667201453408066,7.448870171040098,8.370385531257625
0.5353535353535354,0,0,NA,1,0.5353535353535354,0,7.594552561953793,0.3094960253058826,7.118506720303364,8.17360809552144
0.5353535353535354,1,0,NA,1,0.5353535353535354,1,8.041491704447695,0.20607555584253787,7.45093752491905,8.373223915657864
0.5454545454545455,0,0,NA,1,0.5454545454545455,0,7.599432638912128,0.3120124332570224,7.11909229994765,8.177878512537399
0.5454545454545455,1,0,NA,1,0.5454545454545455,1,8.044296579554622,0.20612626228162292,7.45227606466858,8.374821047611169
0.5555555555555556,0,0,NA,1,0.5555555555555556,0,7.605038933280691,0.3137305229092662,7.120368684415404,8.18220559045849
0.5555555555555556,1,0,NA,1,0.5555555555555556,1,8.046812573096602,0.20563867194066202,7.454270199825025,8.37763201604739
0.5656565656565657,0,0,NA,1,0.5656565656565657,0,7.609902999619122,0.31701373564099794,7.12062145024477,8.187183340042075
0.5656565656565657,1,0,NA,1,0.5656565656565657,1,8.04948580307521,0.20494493917133325,7.455934552534671,8.379908998903817
0.5757575757575758,0,0,NA,1,0.5757575757575758,0,7.615426057556881,0.3195607712757363,7.121186355349611,8.190605512485796
0.5757575757575758,1,0,NA,1,0.5757575757575758,1,8.0525152707078,0.20446531337177806,7.457751402384727,8.381365016033133
0.5858585858585859,0,0,NA,1,0.5858585858585859,0,7.620315556482273,0.3217925795769404,7.121969710918505,8.19449981696707
0.5858585858585859,1,0,NA,1,0.5858585858585859,1,8.054674134650712,0.20431202854333136,7.458868017952833,8.383482746221603
0.595959595959596,0,0,NA,1,0.595959595959596,0,7.624942208612812,0.3245676791613069,7.1220522697080035,8.19884523600684
0.595959595959596,1,0,NA,1,0.595959595959596,1,8.057086601746349,0.20379750411965095,7.461904045268963,8.385586893466225
0.6060606060606061,0,0,NA,1,0.6060606060606061,0,7.63058609344376,0.3279685861204737,7.123093801963004,8.203694654135964
0.6060606060606061,1,0,NA,1,0.6060606060606061,1,8.059420919404499,0.20313386058136138,7.46325906360115,8.387799442559164
0.6161616161616162,0,0,NA,1,0.6161616161616162,0,7.6357904089540725,0.3313201940771065,7.124011635556782,8.207622173271941
0.6161616161616162,1,0,NA,1,0.6161616161616162,1,8.061833468659593,0.20258722886579053,7.464043540320785,8.389538426715461
0.6262626262626263,0,0,NA,1,0.6262626262626263,0,7.641377005141004,0.33431502305915484,7.123990881885051,8.211587387241911
0.6262626262626263,1,0,NA,1,0.6262626262626263,1,8.064065327015001,0.20228204404643424,7.464989515068061,8.391130512260185
0.6363636363636365,0,0,NA,1,0.6363636363636365,0,7.646569372284611,0.3369155443274019,7.124380347642578,8.214398724189982
0.6363636363636365,1,0,NA,1,0.6363636363636365,1,8.065951689375781,0.20176105646811598,7.467196835281924,8.393066730846218
0.6464646464646465,0,0,NA,1,0.6464646464646465,0,7.651567854919156,0.3394337657956892,7.1253894292917375,8.21802111228344
0.6464646464646465,1,0,NA,1,0.6464646464646465,1,8.068141731007177,0.20093308032591137,7.469350434634951,8.39505364926751
0.6565656565656566,0,0,NA,1,0.6565656565656566,0,7.656696960771489,0.3417641357826788,7.124995370010128,8.222313495954069
0.6565656565656566,1,0,NA,1,0.6565656565656566,1,8.070042665472952,0.20056674932250418,7.471230908581871,8.397042250389823
0.6666666666666667,0,0,NA,1,0.6666666666666667,0,7.661697633596974,0.3443450596368844,7.125750812074815,8.22608087339916
0.6666666666666667,1,0,NA,1,0.6666666666666667,1,8.07227462936967,0.20028239992288052,7.472271763772181,8.398985142929707
0.6767676767676768,0,0,NA,1,0.6767676767676768,0,7.667390247106406,0.346193449716344,7.126978178845819,8.232411102656004
0.6767676767676768,1,0,NA,1,0.6767676767676768,1,8.074279110834246,0.19915884043337762,7.473090471872424,8.400955954661391
0.686868686868687,0,0,NA,1,0.686868686868687,0,7.672435376463774,0.3483714061793546,7.1280848920495945,8.23747831599832
0.686868686868687,1,0,NA,1,0.686868686868687,1,8.076155403718616,0.19896300768565367,7.472876750850461,8.402840230770284
0.696969696969697,0,0,NA,1,0.696969696969697,0,7.678150790643835,0.35066786271486106,7.1289928926848045,8.240312863444087
0.696969696969697,1,0,NA,1,0.696969696969697,1,8.07818796707792,0.1983465837479495,7.475332975998135,8.404699143750484
0.7070707070707072,0,0,NA,1,0.7070707070707072,0,7.6837400863268766,0.35357842353169433,7.1296319891639515,8.244414584055242
0.7070707070707072,1,0,NA,1,0.7070707070707072,1,8.080067935138526,0.19804419355513744,7.4765994625509915,8.40613406558159
0.7171717171717172,0,0,NA,1,0.7171717171717172,0,7.689792006931993,0.3562401914529124,7.129882917096043,8.247856503786178
0.7171717171717172,1,0,NA,1,0.7171717171717172,1,8.082171859196823,0.19778023852146934,7.477426791050397,8.407072116365
0.7272727272727273,0,0,NA,1,0.7272727272727273,0,7.694891626038493,0.358877426621178,7.130406053511665,8.251164946430952
0.7272727272727273,1,0,NA,1,0.7272727272727273,1,8.084070079095493,0.19722365813661596,7.478679829205022,8.408214458411447
0.7373737373737375,0,0,NA,1,0.7373737373737375,0,7.700186152039297,0.36066536442165004,7.131765236961846,8.255144578768412
0.7373737373737375,1,0,NA,1,0.7373737373737375,1,8.086055541032643,0.19681235179916176,7.479722781123956,8.410126670490719
0.7474747474747475,0,0,NA,1,0.7474747474747475,0,7.706350434155111,0.3621905039289129,7.132203382227975,8.25846684530274
0.7474747474747475,1,0,NA,1,0.7474747474747475,1,8.087658089290542,0.19664096510756712,7.4809320717239425,8.411574695891513
0.7575757575757577,0,0,NA,1,0.7575757575757577,0,7.711181608639663,0.3639432626283281,7.132752482827592,8.262358615132268
0.7575757575757577,1,0,NA,1,0.7575757575757577,1,8.089318034065277,0.19623366261009592,7.482521603054752,8.412919269533177
0.7676767676767677,0,0,NA,1,0.7676767676767677,0,7.716159919897446,0.36565373621041947,7.132914425068475,8.264303771810388
0.7676767676767677,1,0,NA,1,0.7676767676767677,1,8.091053527579772,0.1963683129009397,7.483216119587473,8.414415989444999
0.7777777777777778,0,0,NA,1,0.7777777777777778,0,7.7214128046091375,0.3673389621794211,7.133335931981406,8.266851662052252
0.7777777777777778,1,0,NA,1,0.7777777777777778,1,8.092577983692436,0.1963084712841291,7.482780250318159,8.415948423906928
0.787878787878788,0,0,NA,1,0.787878787878788,0,7.726413923202869,0.3682045488983018,7.134264506323582,8.269589605055646
0.787878787878788,1,0,NA,1,0.787878787878788,1,8.09433496207047,0.19616731082067415,7.483386375135959,8.416354368062953
0.797979797979798,0,0,NA,1,0.797979797979798,0,7.7319640115647275,0.3703163159232269,7.1343375637689865,8.272601204022138
0.797979797979798,1,0,NA,1,0.797979797979798,1,8.095826403076554,0.19583340239668065,7.48429655750328,8.41810349931596
0.8080808080808082,0,0,NA,1,0.8080808080808082,0,7.737081675943747,0.37138406322299805,7.13624914534999,8.276417147648191
0.8080808080808082,1,0,NA,1,0.8080808080808082,1,8.09730623433605,0.19582986328123977,7.483787690893043,8.419091518032852
0.8181818181818182,0,0,NA,1,0.8181818181818182,0,7.74208738016482,0.37246915905872413,7.136920355353721,8.280243913644718
0.8181818181818182,1,0,NA,1,0.8181818181818182,1,8.098786893372104,0.19539408200391498,7.48368512281907,8.420527599271669
0.8282828282828284,0,0,NA,1,0.8282828282828284,0,7.746944780895626,0.3733650444928153,7.1380141453990404,8.283743272806028
0.8282828282828284,1,0,NA,1,0.8282828282828284,1,8.100357423361652,0.19520291783405067,7.484474716664597,8.421928429700959
0.8383838383838385,0,0,NA,1,0.8383838383838385,0,7.752080978167094,0.3741744915718909,7.138985909679165,8.28688636491861
0.8383838383838385,1,0,NA,1,0.8383838383838385,1,8.101838776535256,0.1945079098523741,7.48452701405117,8.42273092265646
0.8484848484848485,0,0,NA,1,0.8484848484848485,0,7.757724693778935,0.37547091182664677,7.139429255549975,8.289810280638612
0.8484848484848485,1,0,NA,1,0.8484848484848485,1,8.103189858477345,0.19438282734420326,7.486911951563977,8.423501890265216
0.8585858585858587,0,0,NA,1,0.8585858585858587,0,7.762556261422455,0.37626036625025816,7.138876314914123,8.292652769303357
0.8585858585858587,1,0,NA,1,0.8585858585858587,1,8.104753456815464,0.19375896799823236,7.486324552786716,8.424422602261247
0.8686868686868687,0,0,NA,1,0.8686868686868687,0,7.767315585163001,0.37755685816188406,7.139506813658775,8.296250677970491
0.8686868686868687,1,0,NA,1,0.8686868686868687,1,8.106124034217606,0.19315500648656986,7.486222703448781,8.425125478611527
0.8787878787878789,0,0,NA,1,0.8787878787878789,0,7.771854310785206,0.3782851370868406,7.139702801095988,8.298908171633297
0.8787878787878789,1,0,NA,1,0.8787878787878789,1,8.107808445310752,0.1926026705664945,7.4860415556547855,8.42584158571412
0.888888888888889,0,0,NA,1,0.888888888888889,0,7.777507161491763,0.378635295282764,7.139606129882576,8.30132786512441
0.888888888888889,1,0,NA,1,0.888888888888889,1,8.109199999033455,0.19239682910544392,7.488825976822975,8.427246591431755
0.8989898989898991,0,0,NA,1,0.8989898989898991,0,7.783170958290189,0.3785415317619812,7.139875338612709,8.304201541385723
0.8989898989898991,1,0,NA,1,0.8989898989898991,1,8.110421253781784,0.19230607960473006,7.488274500798645,8.42807529714703
0.9090909090909092,0,0,NA,1,0.9090909090909092,0,7.7880842440108715,0.37887944933845075,7.140444046604429,8.30665750399367
0.9090909090909092,1,0,NA,1,0.9090909090909092,1,8.111705024773531,0.19217927964951817,7.487606067129909,8.429078895079979
0.9191919191919192,0,0,NA,1,0.9191919191919192,0,7.79302260980376,0.37928572536679067,7.140823268640267,8.309346864675637
0.9191919191919192,1,0,NA,1,0.9191919191919192,1,8.11275879866064,0.19147780225583327,7.487169359734399,8.430454419192019
0.9292929292929294,0,0,NA,1,0.9292929292929294,0,7.797690423158016,0.37836547137000326,7.140863266640305,8.31251561593814
0.9292929292929294,1,0,NA,1,0.9292929292929294,1,8.114016592316315,0.19112134977017212,7.487882779509906,8.431768626365452
0.9393939393939394,0,0,NA,1,0.9393939393939394,0,7.802553524413481,0.37763754235672065,7.14117652896959,8.314334620897446
0.9393939393939394,1,0,NA,1,0.9393939393939394,1,8.115385460271586,0.19080985341485696,7.487929071001062,8.432286183818027
0.9494949494949496,0,0,NA,1,0.9494949494949496,0,7.8074561941304195,0.3773624609587263,7.141709327412744,8.316857597262041
0.9494949494949496,1,0,NA,1,0.9494949494949496,1,8.116612368896224,0.19023878395698152,7.488704287055038,8.433129312653925
0.9595959595959597,0,0,NA,1,0.9595959595959597,0,7.812594209699254,0.3765975363139148,7.141463543574852,8.319866924308329
0.9595959595959597,1,0,NA,1,0.9595959595959597,1,8.117838812819826,0.18998721858361692,7.490086176366633,8.434141638996051
0.9696969696969697,0,0,NA,1,0.9696969696969697,0,7.817148931516025,0.3768415596821464,7.141427409489995,8.324036128641586
0.9696969696969697,1,0,NA,1,0.9696969696969697,1,8.119089089937894,0.1894658580294392,7.490763233978807,8.435015514164624
0.9797979797979799,0,0,NA,1,0.9797979797979799,0,7.822448009474729,0.377414158823437,7.141234386980768,8.327008632517073
0.9797979797979799,1,0,NA,1,0.9797979797979799,1,8.12010371716774,0.18949631028138844,7.490319771685363,8.43518825542418
0.98989898989899,0,0,NA,1,0.98989898989899,0,7.8268971610171825,0.37669794508837867,7.141330483375862,8.329079631995105
0.98989898989899,1,0,NA,1,0.98989898989899,1,8.121014377522119,0.1898568746193474,7.487692049598093,8.436771774262118
1,0,0,NA,1,1,0,7.83175030066934,0.3764381908732836,7.141686999442221,8.33147960934062
1,1,0,NA,1,1,1,8.12238080161412,0.1895512738951686,7.487467136223016,8.437651589484041
